name,rating,price_level,distance_km,total_reviews
Jamiebury Singh Diner,4.5,2,10.41,18
Port Gloriastad Spencer Kitchen,3.8,3,3.34,91
North Anthony Greene Bar,4.7,1,10.93,24
West Michelle Wilkins Grill,4.1,3,4.85,145
Stephentown Alexander Bar,4.7,2,8.58,32
Adamsmouth Fisher Tapas,4.0,1,0.77,793
Lake Georgetown Reyes Kitchen,4.4,2,7.19,37
Heathermouth Prince Bakery,4.8,2,3.69,322
West Leslie Wallace House,4.7,2,8.24,7
Jasonberg Levy Grill,4.1,2,9.5,29
West Timothymouth Simmons Eatery,3.5,1,10.24,28
New Allisonbury Torres House,3.6,2,12.08,54
Andersonport Jones Bar,4.6,2,10.23,40
Lake Daniel White Grill,4.9,2,11.89,101
Johnsonbury Nelson Diner,4.0,2,11.6,8
Gilbertmouth Hamilton Café,3.6,3,10.48,5
Wardmouth Branch Bistro,4.2,2,8.83,5
West Jessicaport Lopez Tapas,4.9,2,9.56,155
Randallchester Graham Kitchen,4.2,2,5.72,218
Farmerville Brooks Tapas,4.3,2,9.44,39
Rachelmouth Navarro Kitchen,3.9,1,9.96,162
South Richard Haynes Bistro,4.4,2,2.5,32
North Robinville Mack House,4.6,1,8.26,238
Samuelburgh Mitchell House,4.1,1,10.62,24
Lake Aaron Strickland House,3.8,1,9.33,136
Lewisside Torres Tapas,4.5,2,6.08,5
Fernandezbury Hernandez House,4.7,1,10.11,78
Wallaceville Reid Eatery,3.4,2,3.82,5
Lake Jesse Johnson Kitchen,4.2,1,6.85,69
Courtneystad Guerrero Café,4.4,2,10.66,22
West Bradyborough Hall Tapas,3.9,3,7.09,20
Jacobsport Clark Lounge,4.5,3,12.46,69
Teresamouth Bryant Lounge,4.8,2,9.65,243
Lake Lauraville Phelps Café,3.5,1,12.1,19
Smithshire Williams Lounge,4.5,1,4.22,7
Harveyberg Gilbert Grill,4.2,2,12.45,15
Smithburgh Thompson Bar,4.4,2,12.29,6
Kimberlyborough Wright Bakery,4.0,1,7.81,23
Maryview Reid Diner,4.9,3,9.13,40
Hallstad Jenkins House,4.8,3,9.91,23
Lake Taylor Terry Café,4.8,3,6.15,86
Davisbury Bailey Diner,4.5,1,8.78,44
Lake Karenview Bullock Kitchen,4.8,2,8.54,90
Vazquezhaven Logan Café,4.9,2,3.45,111
West Bethside Spencer Diner,4.8,3,7.75,63
Lake Vanessa Hughes Eatery,4.3,2,7.96,6
West Kimberly Cruz Tapas,3.7,2,9.74,9
Woodville Hammond Tapas,3.8,2,5.36,48
Lake Dianechester Sloan Bistro,2.9,2,3.65,130
Rebeccafort Smith Bistro,4.7,1,12.13,9
West John Evans Café,4.2,1,9.08,6
Stacystad Love Tapas,4.9,1,3.9,17
Lake Nicole Leonard Café,4.5,3,11.07,35
East Annetteberg Levy Lounge,4.6,1,9.69,5
West Kennethville Cummings Lounge,3.6,1,13.09,353
Margaretfort Gillespie House,4.6,3,9.72,30
West Angela Montes Café,4.5,3,9.79,40
Williamport Garcia Bakery,4.5,1,6.19,26
Lake Donna Diaz Kitchen,4.6,2,3.08,95
Robertton Ray Kitchen,3.9,2,8.08,159
Jennifermouth Barrett Grill,4.4,2,11.97,229
East Davidtown Mayer Lounge,4.5,3,5.59,119
South Angela Powell Bakery,4.4,0,9.89,30
New Kim Johnson Kitchen,4.3,2,7.13,36
West Franciscoside Holt Bakery,4.5,2,10.7,20
West Brookeport Eaton Bar,4.5,2,10.35,5
Robertburgh Chang Grill,4.5,1,4.02,198
Lake Kathrynberg Duncan Kitchen,4.2,1,8.33,25
Port John Hart Tapas,4.0,2,10.43,5
Benjaminshire Davis Lounge,4.3,1,4.01,20
East Amymouth Sparks Lounge,3.6,2,7.73,13
Port Michaelshire Gardner Bar,3.8,1,10.4,6
Lake Aaronhaven Delgado House,4.7,2,11.47,11
Port Ian Henry Eatery,4.5,1,8.49,88
Mariahport Calhoun Kitchen,4.1,1,2.58,77
Yolandaville Gonzales Kitchen,4.4,3,8.08,81
Lake Joshuamouth Wilson House,3.6,1,5.2,152
South Patrickfort Jackson Bakery,4.6,2,11.29,27
Port Wanda Welch Bar,4.2,3,9.43,213
Wheelerview Mcknight Lounge,4.5,2,4.37,89
Anaton Sanchez House,4.0,2,3.28,27
Huntberg Gutierrez Kitchen,4.8,1,5.48,9
South Michaelview Nguyen Kitchen,3.8,1,9.53,15
South Jason Walker Eatery,4.9,2,9.91,21
East Steven Mayer Bakery,4.5,1,3.55,44
North Stevenborough Moss Bakery,3.0,3,11.16,174
Rowefurt Gamble Lounge,4.2,3,10.0,168
Cookmouth White Kitchen,3.7,2,5.8,80
South Teresa Anderson Bakery,3.3,1,6.02,11
Sandraside Lee Grill,4.1,1,2.48,185
Petersonport Young Eatery,4.2,0,9.14,157
Carlosmouth Mercer Tapas,4.5,1,10.91,273
West Alexis Moore Diner,4.9,3,5.49,79
New Elizabethside Hall Tapas,4.2,2,9.88,393
East Ashley Smith Lounge,4.0,2,5.18,26
North Nicole Stevens Grill,4.3,2,4.08,42
West Jason Reynolds Diner,4.3,1,4.05,13
West Cassandra Mendoza Diner,4.4,1,9.56,235
North Robertberg Smith Tapas,4.1,1,3.66,27
Port Heather Smith Bistro,4.2,3,4.99,30
Lake Jessicaborough Carter Lounge,4.5,2,7.38,41
Mitchellside Green Tapas,4.1,2,7.12,14
North Brandifort Brown Diner,4.1,1,10.24,33
Patrickhaven Todd Grill,4.5,0,8.54,97
Lake Andrewland Carson Kitchen,4.3,2,8.74,33
Chavezbury Green Café,3.9,0,3.62,5
Wangland Cabrera Grill,4.7,2,6.69,60
Jamesberg Guerrero Café,4.9,3,9.45,150
Monicaview Alvarado Lounge,4.2,3,10.03,5
South Margaret Sharp Diner,4.5,2,10.73,16
North Parker Mcmahon Kitchen,4.8,1,9.6,21
South April Davis House,4.3,3,9.24,16
Rodriguezbury Becker Bakery,4.2,2,11.38,35
Port Marc Nielsen Kitchen,4.3,3,9.8,50
Newmanview Jones Kitchen,5.0,0,11.11,360
Danastad Nguyen Diner,4.9,2,9.1,67
Julianstad Herrera Kitchen,4.3,3,8.26,41
South Markstad Brown Bar,4.0,2,4.9,79
Noblestad Hayes Café,4.2,2,8.58,65
Troybury Welch Grill,4.0,2,11.86,27
Cookburgh Petty Bar,3.5,3,9.46,12
East Brookeport Baker Eatery,4.9,3,4.35,85
Port Tammie Henry House,4.9,1,4.01,100
Gileshaven Porter Diner,4.3,1,10.94,74
Port Kyle Ross Diner,4.8,1,4.4,40
Kirbybury Anthony Tapas,4.4,2,10.35,5
Lake Kaitlynfurt Dawson Bar,3.9,1,9.47,8
Susanberg Jennings Café,3.2,3,3.48,7
West Jonathanburgh Joseph Diner,4.2,0,11.01,5
Sandraport Nguyen Bistro,4.7,1,9.37,10
Kimberlyton Dawson Tapas,3.3,1,7.3,17
New Daniel Barrett Tapas,3.4,2,3.93,5
New Eric Calhoun Grill,4.1,3,6.6,32
Berryburgh Glass Diner,4.8,1,10.49,14
West Sarahstad Hart Kitchen,4.3,3,7.05,38
West Anthonymouth Joseph Bakery,3.2,3,11.67,47
Rhondaside Richard Bakery,3.7,3,9.04,47
West Janet Montgomery Kitchen,4.9,1,7.69,468
Jasonview Clayton House,3.6,3,11.7,5
Amandaview Conner Bakery,3.6,2,13.28,21
Petershaven Harris Kitchen,4.5,3,6.35,13
Davisville Williams Tapas,2.9,2,2.08,5
South Rodneyland Mills Bistro,4.8,2,8.94,11
Josephton Hunt House,4.4,2,11.7,5
East Christopher Barrett Tapas,4.2,2,3.48,94
New James Patel Grill,4.5,1,6.13,15
West Donald Miller Tapas,4.3,1,11.82,29
Tammyborough Williams Bakery,4.3,1,8.67,152
Maryburgh Wilson Diner,4.9,1,9.15,40
New Coltonfort Mack House,4.8,3,8.25,6
Christopherhaven Adams Bakery,4.4,2,7.66,170
Lake Frankville Williams Eatery,4.1,2,5.09,24
Odonnellport Boyer Bar,3.6,4,4.81,8
West Angelaborough Conley Eatery,3.7,3,6.65,13
South Michael Williams Grill,4.1,3,8.25,578
Lake Holly Gonzales Diner,5.0,1,10.5,13
West Justinberg Hamilton Kitchen,4.2,1,9.3,6
Port Jessica Rogers Lounge,4.4,1,5.69,106
West Amy Hardy Bakery,4.5,2,3.43,5
Port Edward Poole Bar,4.8,3,4.0,9
Kelliborough Martin Grill,4.9,4,3.39,5
Rossburgh Pena Lounge,4.4,1,6.48,40
Lake Edwardborough Clark Bakery,4.6,3,10.87,5
Camachohaven Thomas Kitchen,4.9,2,7.1,5
New Patricia Best Tapas,4.6,1,1.47,61
Kimport Harris Lounge,3.3,2,10.58,5
Tranfurt Fowler Bar,5.0,0,10.18,154
Donaldfort Mccullough Bistro,4.3,2,10.93,12
East Michael Larsen Bakery,4.6,1,12.29,65
Port Williamchester Lloyd Lounge,4.2,3,7.03,72
New Briana Williams Diner,4.7,3,2.72,142
Petersonhaven Mann Bistro,3.9,1,7.19,37
North Joshua Rodriguez Café,4.1,3,12.85,47
Clarkville Rodriguez Eatery,4.4,2,10.56,6
Melindamouth Weiss Kitchen,4.3,2,11.52,8
Patrickstad Ritter Grill,3.5,2,12.12,106
South Justin Shaw House,4.5,1,7.59,5
Virginiachester Robinson House,4.4,3,11.16,17
North Dean Buchanan House,3.9,2,8.21,8
Fisherhaven Kirk House,3.9,3,7.67,58
New Benjaminburgh Hood Tapas,4.7,3,4.14,459
Port Elizabethshire Floyd House,4.2,3,11.36,7
Lake Tanya Hall Lounge,4.4,1,10.02,5
West Katherinebury Liu Bistro,4.7,0,6.2,30
Danielville Ortiz Eatery,4.4,4,11.94,55
South Sarah Bradley Grill,4.8,3,5.99,313
Lake Aprilbury Jones Bistro,4.8,1,6.58,46
New Erinmouth Wade Eatery,4.1,4,4.12,19
Johnport Costa Bar,4.4,2,6.33,19
Michaelborough Smith Grill,4.4,1,10.23,103
New Melissaland Brown Tapas,4.8,2,10.37,8
West Kariview Ibarra Bistro,4.9,4,6.88,5
Robertshire Harris Eatery,4.1,2,12.83,11
West Peter Walsh Café,4.2,2,6.73,127
East Gabriel Davis Café,4.1,3,4.6,377
West Andrew Price Lounge,4.3,3,7.46,74
Hollystad Rodriguez Bar,4.4,3,7.93,9
New Andrea Miller Bistro,4.4,2,7.7,8
New Patriciaberg Jones Tapas,4.5,2,5.0,20
North Jeremy Pierce Café,4.1,2,7.45,14
Port Tamara Davis Bar,4.6,3,3.16,50
Murphyland Vega House,4.5,2,7.99,6
West Sarahchester Henson Grill,3.7,2,7.2,138
Goldenbury Benson Bar,4.3,2,5.18,87
South Christophershire Mueller Grill,4.0,4,12.26,15
Johnsonside Park Eatery,4.9,2,9.4,23
Allisonfurt Brock Café,4.9,2,7.94,43
Mcmahonside Walker Bistro,4.8,2,6.19,28
Krystalborough Leon Diner,4.6,2,9.23,39
Loriville Miller Grill,4.2,1,10.81,292
Nicoleview Ross Diner,4.3,2,4.43,122
Meltonside Barron Bar,4.1,3,6.55,30
Kennethberg Anderson Café,3.6,2,6.58,21
North Joehaven Dominguez Bakery,4.8,3,6.57,8
Jeremyborough Weaver Grill,4.2,1,11.56,5
Moorefurt Smith Grill,4.6,2,9.65,8
Robertstown Garcia House,3.8,1,1.71,44
Lake Nathanhaven Everett Diner,4.8,2,3.91,56
Sparksstad Molina Eatery,4.2,2,8.21,430
North Teresaside Kirk Café,3.9,1,10.4,14
Johnsonton Wagner Kitchen,4.5,3,14.19,194
Katelynhaven Drake Lounge,4.2,1,10.36,18
West Sherimouth Cook Grill,4.1,3,9.74,10
North Georgemouth Arnold Bar,4.3,2,2.7,19
Johnfurt Miller Lounge,3.9,1,2.57,62
New William Jones Eatery,4.9,4,3.96,75
Morrisburgh Hunt Bistro,4.8,2,9.46,5
New Michael Scott Diner,4.6,1,4.55,97
Port Brandon Chambers House,4.8,1,9.47,43
South Mckenzieside Duarte Diner,4.0,2,7.4,34
South Jeremystad Obrien Bistro,4.9,2,7.55,89
New Drew Hoffman Café,4.5,2,4.48,26
Russellstad Welch Grill,3.3,2,6.15,34
Gilmorefort Guerrero Kitchen,4.6,2,6.1,22
North Mistyland Johnson Café,3.3,3,3.29,156
Port Karen Lee Bistro,4.4,2,4.9,11
Travismouth Wilson Kitchen,4.7,2,5.57,19
Guzmanland Copeland Eatery,4.4,1,7.2,108
East Dylanshire Dean Bistro,4.1,0,3.3,135
Richardsbury Rojas Bistro,4.4,2,3.0,15
Floydberg Richardson House,3.9,1,12.93,102
Howefurt Mooney Lounge,4.6,1,4.6,97
Ashleymouth Smith Eatery,4.2,3,6.13,35
Nicholaston Hines Kitchen,3.2,2,6.36,83
New Paulfurt Peters Lounge,4.6,0,8.39,27
Robertsfurt Lucas Bar,4.7,2,4.32,30
Watsonshire Thompson Eatery,3.7,3,6.2,24
Williamland Jackson Lounge,4.4,2,7.35,14
Christopherbury Nguyen Eatery,4.7,1,9.28,7
Cordovafurt Jones Eatery,4.0,2,11.27,11
Edwardport Cantrell Kitchen,4.1,1,5.72,17
Williamsshire Santiago Kitchen,4.1,0,8.81,199
Joshuafort Sanchez Bakery,3.7,2,7.72,25
South Markport Wright Diner,4.7,4,11.1,5
Ramseyshire Deleon Lounge,4.6,1,8.21,5
Kellyfurt Harris Lounge,4.0,0,12.06,204
Sandersshire Ray Kitchen,4.0,2,7.31,100
South Anthonychester Elliott Lounge,4.7,2,9.62,11
North Markmouth Olsen Grill,4.1,2,8.31,10
Shellymouth Lee House,4.4,4,10.43,13
Sotoshire Cruz Kitchen,3.9,1,12.01,16
Martinchester Wilson Tapas,3.5,3,7.84,432
South Shane Wilson Bar,4.5,4,6.83,93
West Jesseton Sandoval Bistro,3.9,2,8.87,71
Brendaview Jenkins Café,4.6,2,9.74,6
Lake James Ray Eatery,4.1,2,7.52,6
North Davidside King Café,4.3,2,12.04,105
Port Michael Thompson Bistro,4.3,1,11.62,7
Wolfeshire Davis House,4.6,2,14.3,71
Bradleymouth Jones Grill,4.8,2,4.45,139
Stacyside Smith Bakery,4.2,3,4.46,146
North Douglas Le Lounge,4.0,2,10.82,20
Loriview Knight Grill,4.6,1,8.11,8
Port Patrick Wells House,4.5,2,5.73,126
Angelmouth Johnson Lounge,4.9,1,11.13,10
Tiffanyside Murphy Kitchen,4.6,2,6.65,70
Rossberg Patterson Kitchen,4.4,2,7.63,17
West Jared Dawson Kitchen,3.9,2,12.19,81
West Amandachester Bell Diner,4.6,3,9.1,9
South Abigailstad Caldwell Grill,4.4,2,11.59,53
West Kimberlyborough Padilla House,3.9,2,5.31,33
Cooperside Lawrence Tapas,4.2,2,8.75,189
Monicashire Perez Café,4.0,2,5.38,25
Rickymouth Parrish Bar,4.0,1,9.54,11
Johnfurt Pittman House,3.4,3,1.42,92
Cherylberg Drake Grill,4.9,2,6.76,19
New Frank Oneal House,4.7,2,7.69,52
Zacharystad Combs Tapas,3.3,0,13.24,46
South Kathrynborough Nixon Eatery,4.0,1,2.68,23
Codyberg Giles Eatery,4.7,2,9.78,116
Chavezville Chambers Lounge,4.1,2,6.72,137
Vazquezburgh Hinton Diner,4.5,1,7.8,228
Timothybury Williams Kitchen,3.8,1,8.1,93
Anthonyborough Wheeler Tapas,4.8,1,9.46,10
Dunnshire Freeman Bistro,4.2,3,5.82,67
Comptonview King Bistro,3.6,1,2.89,21
Port Laura Price House,4.3,2,9.34,8
Jefferymouth Bullock Eatery,4.1,2,5.63,89
North John Long Diner,4.3,1,11.51,30
Caitlinbury Weiss House,3.7,2,14.05,10
Garciafurt Hayden Kitchen,4.3,3,4.75,125
New Shelby Young Café,3.9,0,7.75,5
Walkerside Benson Eatery,4.0,1,10.88,45
Christopherview Harris House,4.6,3,12.25,15
Lake Becky Walters Kitchen,4.9,1,9.8,13
Yorkborough Carrillo Eatery,4.2,2,11.71,35
Coreyshire Lane Bakery,4.1,2,9.57,41
Tracimouth Downs Bakery,4.0,1,5.08,53
North Stephen Edwards Grill,4.8,2,5.63,33
Port David Martin Lounge,4.3,1,10.83,9
Dianafurt Ramos Diner,4.3,1,10.52,90
Kaylaland Kidd Eatery,4.4,2,9.75,42
New Dominique Figueroa Grill,4.0,3,6.22,79
Chadside Lucas Diner,4.9,2,12.37,16
New Justin Juarez Bar,4.9,1,8.0,17
Wrightfort Bates Grill,4.6,1,9.7,5
East Jonathan Martin Bistro,3.4,2,10.02,36
Lake Johnfort Henry Diner,4.7,3,8.8,118
Rodneystad Cannon Bar,4.7,1,4.4,28
Garzaview Hodges Tapas,4.1,2,10.02,5
North Haileyton Rodriguez Kitchen,4.5,3,3.4,53
Joshuastad Herman Tapas,4.9,4,5.27,119
Port Seanland Jenkins House,4.4,3,10.01,289
Alexandraview Potter Diner,4.8,1,4.43,18
West Victoriamouth Hunt Grill,4.8,4,2.23,386
Meghanmouth Novak Bistro,4.7,3,6.01,51
Port Donaldport Weeks House,4.8,2,9.98,35
Douglasstad Mayo Bar,4.8,2,9.9,238
West Robert Ortega Bar,4.5,4,5.93,22
East Gregorytown Nolan Diner,3.8,2,12.81,151
Paulberg Perez Grill,4.7,0,10.74,21
South Colleen Bryant Café,3.9,3,7.81,52
Houstonside Miller Diner,4.4,2,10.32,336
Pattersonchester Le Diner,4.9,1,3.34,5
South Brendafort Valenzuela Diner,4.6,4,4.88,62
Bensonfort Harvey Diner,5.0,3,6.26,19
Jasonton Reeves House,4.5,2,11.68,27
West Michealview Lynch Café,4.3,2,1.48,45
Johnsontown Kennedy Diner,3.2,2,8.32,25
Port Angela Morris Diner,3.7,2,2.84,39
North Eric Collins Café,3.7,4,7.69,34
New Ryanland Mcpherson Bistro,4.3,1,9.03,66
Kimberlyside Cortez Diner,4.5,1,6.58,29
Johnmouth Page Eatery,4.4,4,7.96,51
West Melinda Johnson Lounge,3.8,4,8.13,39
West Tanyamouth Yang Lounge,3.8,2,8.87,12
Ruizview Padilla Kitchen,4.8,3,10.95,93
Whitestad Flores Eatery,4.7,2,10.4,252
West Peterfurt Sanders Tapas,4.5,2,9.2,57
Hoffmanton Hill Lounge,4.6,2,8.95,129
Schwartzside Byrd Eatery,3.2,1,9.69,14
Frazierfurt Davis House,4.8,3,10.53,9
Thomashaven Harrington Bar,4.2,2,11.88,57
Malonemouth Wood Grill,4.5,2,8.08,31
Daniellebury Young Bakery,4.8,3,4.84,202
West Diana Wilkinson Kitchen,4.5,1,9.27,7
North Richardside Olson Grill,4.6,1,11.14,59
West Antonio Olson Grill,4.2,3,11.75,34
East Tara Frank Lounge,4.6,2,3.24,213
Lake Toni Farrell Tapas,4.6,2,11.15,11
Lake Trevorside Price Eatery,4.8,1,6.47,6
Katherineborough Anderson Bar,4.4,1,10.51,23
Davisside Cardenas Tapas,4.7,1,8.51,7
Port Mark Perkins Eatery,4.5,2,7.93,13
Kaiserport Wright Kitchen,3.5,1,11.05,487
South Jackview Rose Bakery,4.4,1,10.33,34
Terrifurt Maddox Bistro,4.1,1,4.93,5
Lake Kayla Rush Tapas,4.8,1,3.1,24
Port Deannafurt Kelly Bar,3.8,1,2.51,33
New Robertburgh Peterson Bar,4.4,4,2.27,12
Jacquelinebury Woodward Café,4.6,2,4.74,5
Port Rachel Williams Tapas,3.8,3,8.38,22
West Alishaview Forbes Eatery,4.4,1,10.38,39
South Dwayneville Reid Eatery,4.7,3,12.47,17
Stevensport Simpson Tapas,4.7,2,10.09,71
Adkinsfurt Clarke Grill,3.7,2,12.09,6
Christyburgh Walters House,4.5,2,7.87,28
Marymouth Wood Grill,4.8,3,4.14,14
Mooreshire Burke Café,4.6,1,10.03,51
Wrightshire Parsons Bar,4.4,2,10.64,18
Holmesbury Strong Diner,4.7,2,2.59,36
Jennifershire Perez Tapas,4.7,1,8.62,56
Oliviaberg Bullock Tapas,4.7,1,9.91,81
Josephborough Joseph Diner,4.3,1,11.11,20
Bartonside Cook Kitchen,4.6,3,10.16,78
North Kennethview Solomon Lounge,3.4,2,8.32,116
Michealborough Bennett Bar,3.7,2,5.69,5
Johnsonton Richardson Bistro,4.7,2,0.87,5
Lake Julieshire Scott Bar,4.2,2,11.59,206
Hillmouth Alvarado Bistro,4.3,1,10.92,8
East Barbarachester Smith Bar,3.7,3,6.05,115
Phillipsmouth Long Tapas,3.4,2,12.56,49
South Jasonbury White House,4.6,3,9.8,14
North Eric Wheeler Grill,3.5,1,11.31,24
West Heidi Scott Kitchen,4.0,1,12.48,161
New Billfort Baker Bakery,3.4,4,11.0,42
West Omar Davis Grill,4.7,2,12.32,15
Odonnelltown Obrien Bakery,4.6,1,8.49,10
Josephchester Hopkins Lounge,4.5,4,6.95,90
North Rodney Buckley House,4.4,1,8.71,17
Blakemouth Sawyer Eatery,4.5,1,4.92,18
Davisside Johnson Grill,4.5,1,5.19,20
Lake Deniseburgh Warren Bar,4.2,3,9.8,5
West Debraborough Oneal Grill,3.8,0,10.08,180
Flowersshire Davis Bistro,4.5,1,9.96,46
North Matthew Williams House,4.8,3,8.82,30
West Mariah Sellers Bakery,3.1,1,8.72,20
New Janet Dixon Tapas,4.7,2,8.99,79
Lake Annette Garcia Café,4.6,0,6.79,70
Paynefort Young Bakery,4.6,1,5.76,44
Kristieshire Murray Tapas,4.4,2,7.11,6
Port Rachel Griffin Eatery,4.6,3,2.24,46
Christinafurt Berger House,4.7,1,8.1,81
Jacquelinebury Velez Eatery,4.3,2,10.06,54
Benjaminview Smith Grill,4.0,0,8.1,65
Lake Jeanettestad Peterson Lounge,4.3,4,8.34,26
Michaelhaven Moore House,4.0,3,5.35,46
Nancychester Tran Café,4.3,3,2.81,10
Port Stevenstad Dean Bar,4.7,2,5.1,28
New Amyburgh Delgado Bistro,2.8,2,8.53,41
Rachelport Salas Kitchen,4.8,2,1.15,49
Stewartbury Madden Diner,3.3,2,2.16,8
South Brandishire Vincent Kitchen,4.8,0,7.04,5
Davidchester Freeman Kitchen,4.7,3,7.3,39
North Meganburgh Dennis Café,3.4,3,6.22,14
South Corey Jennings Tapas,4.9,1,7.35,28
East Robert Nelson Bakery,4.8,1,4.72,5
Jimenezburgh Beck Café,4.0,2,9.93,12
Port Amy Bryant Bakery,4.6,2,5.5,6
North Eduardo Short Kitchen,4.0,2,10.2,5
Randallport Lin Diner,4.1,3,10.36,21
Lake Shelbyland Weber Bakery,4.5,1,12.51,87
East Brittanyborough Rodriguez Grill,4.6,1,9.32,15
New Amberview Bryant Eatery,4.5,1,5.28,20
Flemingmouth Perry Kitchen,4.5,2,2.83,33
Kellyshire Romero Café,4.5,1,7.32,5
Gregoryfurt Clark Tapas,3.6,2,11.03,5
South Gabrielstad Copeland House,4.8,3,10.98,5
Millerhaven Rodriguez Tapas,3.2,1,5.04,10
Port Laurachester Dean Bakery,3.6,0,7.63,13
West Tyler Scott Grill,4.9,2,6.26,465
Lake Christopherbury Brown Diner,4.6,1,6.95,148
Harrischester Kent Bistro,4.1,2,1.64,6
Christiantown Barron Grill,4.5,2,6.99,18
Markton Brown Lounge,4.5,2,9.16,10
Lake Amyhaven Morton Grill,4.6,2,6.84,9
East Darlene Strong Tapas,3.8,2,10.56,9
West Danielfort Good Grill,4.6,2,12.1,49
Michaelland Brown Kitchen,4.2,2,10.37,30
Taylorchester Meyer House,4.5,1,10.77,5
Maryhaven Shaw Kitchen,3.0,3,3.09,29
Weberchester Wilkerson Bakery,4.8,1,11.88,24
Reginaburgh Ray Tapas,3.9,1,13.15,28
Williamschester Singh Lounge,4.0,2,10.34,94
East Ashley Douglas Diner,4.4,2,11.84,251
Mathewsborough Smith House,4.8,2,9.72,70
Andrewburgh Peterson Grill,3.7,2,10.88,52
Toddville Thomas Bakery,4.7,2,4.76,8
New Raymondview Miller Tapas,4.2,1,9.0,16
Patrickfurt Adams Café,4.6,4,3.56,38
West Edward Gross Grill,4.4,1,7.34,5
Lake Larryfurt Bowers Diner,4.3,0,8.03,124
Oliviaside Green Bistro,4.0,2,3.67,65
Nathanfort Miller Diner,4.7,2,7.32,14
Lake Amandamouth Foster Lounge,4.8,2,10.66,10
Lake Lisaberg Beck Grill,4.8,1,2.52,154
Gloriaton Sherman House,3.8,2,11.84,9
South Robertborough Ruiz Grill,4.8,3,7.37,89
Jonburgh Winters Kitchen,4.3,3,11.04,61
New Aliciahaven Snyder Tapas,4.6,2,11.15,83
Davidhaven Johnson Bar,4.4,2,8.65,194
New Jenniferbury Hill Bakery,3.6,1,4.31,202
New Michealside Thompson Eatery,4.5,1,12.42,18
North William Prince Bakery,5.0,2,7.83,6
Smithshire Williams Kitchen,4.2,3,11.03,27
Edwardsland Mills Kitchen,4.8,2,12.12,19
Gregorymouth Mayo Bar,4.5,2,8.13,53
Frostborough Montoya Kitchen,4.2,0,8.74,9
East Darren Boyd Eatery,4.1,2,10.71,41
North Meganchester Vaughn Kitchen,4.4,2,2.29,20
Burnsberg Ryan Kitchen,4.3,1,14.24,27
Nathanielshire Robertson Tapas,4.2,3,6.19,132
North Pamelafort Oliver House,4.5,3,7.39,326
New Susan Young Grill,4.3,1,10.56,7
Lake Amymouth Figueroa Grill,4.2,2,3.08,7
Lake William Phelps Grill,4.3,2,3.72,55
South Michael Norman Bakery,4.5,3,10.34,9
Yolandabury Hall Bistro,4.4,1,12.33,32
West Seanburgh Harris Café,3.6,3,3.67,145
New Danielland Scott Bar,4.6,3,11.06,416
Port Jayshire Friedman Kitchen,4.9,1,4.33,19
Ortizchester Meyer House,4.6,2,8.75,54
New Robert Garrett Kitchen,4.8,1,10.73,7
Johnsonshire Howell Bar,4.2,1,3.54,6
Port Adamport Avila Eatery,4.4,3,11.75,71
North Michellechester Ellis Grill,3.9,2,12.69,22
Karenton Stephens Eatery,3.4,4,10.81,217
Armstrongtown Potter Bar,3.7,2,9.92,332
Leonburgh Wright Diner,3.7,3,9.05,13
East Brian Kramer Café,4.8,4,6.64,13
Kellyview Nelson Café,3.9,1,9.99,238
East Steven Barker Diner,4.4,4,11.9,7
Morgantown Wright Bar,4.3,1,8.42,103
Alyssastad Golden House,4.5,1,7.27,5
East Karen Arnold House,3.5,2,11.45,34
Lake Kathrynville Robbins Kitchen,4.8,1,3.95,14
Lake Ryan Strickland Grill,4.4,1,9.86,233
Lake David Tate Lounge,4.4,2,10.49,20
West Tim Robinson Bistro,4.1,3,6.12,120
East Christopherburgh Flores Grill,4.2,4,8.42,37
Jennifermouth Fisher Café,3.6,3,7.22,5
Phelpsfurt Davis Tapas,4.1,2,12.05,22
Dawnside Lopez Tapas,3.9,3,7.72,31
Lake Renee Maynard House,4.3,2,13.36,107
New Tara Miller Grill,3.8,4,8.29,95
West Jo Thompson Bar,4.0,1,10.9,13
East Courtneyberg Thomas Tapas,4.4,4,6.13,8
Laneview Richardson Kitchen,4.4,1,1.07,45
Fletcherside Green Eatery,4.7,2,1.58,24
North Mary Lang Bakery,3.9,1,6.39,27
East Shelbyborough Russell Tapas,4.4,4,14.17,29
Jonesville Gilbert Café,4.6,1,11.99,24
Smithport Salinas Bar,3.7,2,7.16,36
South Charlesfurt Gonzalez Bakery,4.4,3,2.01,38
East John Perry Bar,4.2,1,9.58,55
East Joseph Richardson Tapas,4.8,4,13.05,28
Martinezberg Dominguez Café,3.6,1,5.44,46
Jeremyberg Chapman Bistro,4.5,1,9.52,5
Curtisland Byrd Eatery,4.4,2,8.38,23
Meyerhaven Jimenez House,4.2,0,13.24,1269
Ambershire Hawkins Eatery,4.3,2,4.0,15
Haydenberg King Grill,4.7,2,8.0,53
Petersonmouth Brown Eatery,4.5,2,9.09,23
Russellshire Lee Diner,4.5,1,9.41,14
East Ruth Phillips House,4.6,3,10.92,100
New Pamela Orozco Diner,4.3,2,8.64,41
Walshland Beasley Lounge,4.3,3,11.28,254
South Samuel Oneal Café,4.0,3,7.88,241
Mcdanielmouth Kelley Bakery,4.5,1,1.87,13
Carmenburgh Perez Grill,3.7,1,8.94,5
